-0.0233943011	0.0058967077	-0.0543829419	-0.0594236138	-0.0591037736	-0.0121467077	0.0212607954	0.0127140691	0.016202028	0.0198067963	0.013467725	0.010516702	0.0499299284	0.0422419028	0.050597166	0.0496052632	0.0618224577	0.0579706478	0.0521542723	0.0423588057	0.0202246964	0.0384955466
0.0911226639	-0.0540207949	-0.058400895	-0.0414382074	-0.0327807318	-0.0515411951	-0.0322131764	-0.0323267636	-0.0506795648	-0.0572719137	-0.0522615999	-0.03286786	-0.0475341642	-0.0565718276	-0.0444145251	-0.0468453212	-0.0443496549	-0.0464664804	-0.0332502205	-0.0352184358	0.0097117318	-0.0036165363
0.0620226131	-0.0550565327	-0.0417713568	-0.0300219849	-0.0276758794	-0.0237939698	-0.0505366116	-0.0084877513	0.0190284757	0.0213266332	0.0166388762	0.004173995	-0.0220614644	-0.0159162799	-0.0294649017	-0.0303313026	-0.0381623841	-0.0336739537	-0.0428481854	-0.0390890493	-0.0364989972	-0.0231314079
0.0347393022	-0.0315446017	-0.0630905201	-0.0230501975	-0.0160616195	-0.0517684332	-0.0123972068	-0.0128132406	-0.0003512179	0.0139876564	0.0081693997	0.0079591014	-0.0036065244	-0.0131376215	-0.0165340314	-0.0197153141	-0.0159254697	-0.0105381035	-0.0213929457	-0.0067316754	0.0192827225	0.0143874346
0.0297881356	-0.0197754237	-0.0308220339	-0.0423389831	-0.0466508475	-0.0535635593	-0.0380823245	-0.031470339	-0.0096158192	-0.0340762712	-0.0267080123	-0.0163347458	0.0152299923	-0.0116100021	0.0030351803	-0.0043011815	-0.0035252299	-0.0034824529	0.0078211185	0.0279210236	0.0275370958	0.0261714482
0.011300783	-0.0191026441	0.0081987631	0.0544447203	0.0406849183	0.0443063436	0.0325701965	0.0069931982	0.0271902898	0.0232578019	0.0162013319	0.026061124	0.0144738595	0.0102380952	0.0133217893	0.0057034632	0.0011599185	0.0023881674	-0.0001515152	0.0102077922	0.0272099567	0.0256839827
0.1271861987	0.153300119	0.0477543129	0.0373780488	0.0895139798	0.0749970256	0.0442954874	0.027825699	0.0040957763	-0.0169779893	-0.0372816505	-0.0439202855	-0.0005172308	-0.000202341	-0.0020535623	0.0114780626	0.0026040458	0.0120866265	0.0024420999	-0.0008092483	-0.0126713766	-0.0069303349
0.1390054835	-0.0064556331	0.0715902293	0.1004941426	0.0549755733	0.0762362911	0.0277168495	0.04746417	0.0622557328	0.0600319043	0.0786941448	0.0685568295	0.0412969953	0.0486217094	0.0357992374	0.0234383781	0.0342118959	0.0299126256	0.0398932295	0.0401768729	0.03439069	0.0547233003
0.119070632	0.0739684015	0.1040272615	0.0780436803	0.0918215613	0.0967688971	0.0884970791	0.0639149628	0.0602560925	0.0687211896	0.0646941534	0.0611524164	-0.0264919792	-0.0266770941	-0.0401624412	-0.0484152807	-0.0316143392	-0.0253439922	-0.0348048889	-0.0426380814	-0.031485481	-0.026895711
-0.0872979042	-0.0557110778	-0.0091367265	0.1626627994	0.1086646707	0.0847779441	0.0694033362	0.0398147455	0.0466600133	0.042752994	0.0619978225	0.0630807136	-0.0160742491	-0.0182838665	-0.0191099434	-0.0247339834	-0.0146906653	-0.0192225815	-0.0213143003	-0.0359674616	-0.0161067098	-0.0312139046
0.0952478134	0.0415962099	0.0228620019	0.1196209913	0.1288134111	0.1627186589	0.1614431487	0.1620973032	0.1565225138	0.1438075802	0.1183567453	0.0814030612	0.057842608	0.039875267	0.032942691	0.0341633358	0.0462954368	0.0418002492	0.0393666944	0.0386123339	0.0040180648	0.0179550664
0.0041328125	0.0476269531	0.02771875	-0.0026347656	-0.0229164063	-0.0032519531	0.0119877232	0.0143720703	0.0207682292	0.0248246094	0.0269119318	0.0086357422	0.0387434462	0.0520609986	0.0612568205	0.0551769937	0.0563330608	0.0573283352	0.0430353241	0.0465458347	0.0191745795	0.0286414854
